run_id,retriever,chunking_strategy,query_id,bucket,num_judged_relevant,query_token_len__all-MiniLM-L6-v2,max_relevant_doc_token_len__all-MiniLM-L6-v2,any_relevant_doc_exceeds_limit__all-MiniLM-L6-v2,query_token_len__bge-small-en-v1_5,max_relevant_doc_token_len__bge-small-en-v1_5,any_relevant_doc_exceeds_limit__bge-small-en-v1_5
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,1271,full_success,1,31,523,exceeds,31,523,exceeds
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,1272,total_miss,1,23,177,within,23,177,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,1273,full_success,1,21,282,exceeds,21,282,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,1274,full_success,3,44,335,exceeds,44,335,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,1278,full_success,1,23,234,within,23,234,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,1279,full_success,1,23,234,within,23,234,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,128,total_miss,1,16,366,exceeds,16,366,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,1280,mis_ranked,1,34,420,exceeds,34,420,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,1281,mis_ranked,1,19,420,exceeds,19,420,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,1282,full_success,1,28,399,exceeds,28,399,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,129,full_success,1,18,1363,exceeds,18,1363,exceeds
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,1290,full_success,1,15,627,exceeds,15,627,exceeds
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,1292,full_success,1,17,215,within,17,215,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,1298,full_success,1,35,516,exceeds,35,516,exceeds
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,13,total_miss,1,16,563,exceeds,16,563,exceeds
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,130,full_success,1,18,1363,exceeds,18,1363,exceeds
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,1303,mis_ranked,1,15,297,exceeds,15,297,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,1316,total_miss,1,18,266,exceeds,18,266,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,1319,full_success,1,16,266,exceeds,16,266,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,132,total_miss,1,14,262,exceeds,14,262,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,1320,mis_ranked,1,25,266,exceeds,25,266,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,133,partial_recall,5,49,480,exceeds,49,480,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,1332,total_miss,1,42,318,exceeds,42,318,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,1335,full_success,1,15,266,exceeds,15,266,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,1336,full_success,1,14,266,exceeds,14,266,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,1337,mis_ranked,1,32,279,exceeds,32,279,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,1339,full_success,1,16,490,exceeds,16,490,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,1344,mis_ranked,1,37,159,within,37,159,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,1352,full_success,1,22,291,exceeds,22,291,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,1359,full_success,1,36,716,exceeds,36,716,exceeds
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,1362,total_miss,1,16,366,exceeds,16,366,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,1363,total_miss,1,18,366,exceeds,18,366,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,1368,mis_ranked,1,11,432,exceeds,11,432,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,137,full_success,1,20,283,exceeds,20,283,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,1370,mis_ranked,1,11,432,exceeds,11,432,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,1379,full_success,4,19,584,exceeds,19,584,exceeds
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,1382,mis_ranked,1,17,237,within,17,237,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,1385,mis_ranked,1,11,188,within,11,188,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,1389,full_success,1,18,224,within,18,224,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,1395,mis_ranked,1,36,266,exceeds,36,266,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,141,full_success,2,19,504,exceeds,19,504,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,142,full_success,1,39,738,exceeds,39,738,exceeds
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,143,full_success,1,36,738,exceeds,36,738,exceeds
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,146,full_success,1,34,738,exceeds,34,738,exceeds
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,148,mis_ranked,1,10,270,exceeds,10,270,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,163,full_success,1,14,460,exceeds,14,460,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,171,full_success,1,26,323,exceeds,26,323,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,179,full_success,4,12,584,exceeds,12,584,exceeds
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,180,full_success,1,36,323,exceeds,36,323,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,183,full_success,1,13,265,exceeds,13,265,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,185,full_success,1,12,516,exceeds,12,516,exceeds
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,198,total_miss,1,11,275,exceeds,11,275,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,208,mis_ranked,1,12,361,exceeds,12,361,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,212,mis_ranked,1,11,289,exceeds,11,289,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,213,mis_ranked,1,26,601,exceeds,26,601,exceeds
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,216,full_success,1,18,356,exceeds,18,356,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,217,full_success,1,16,356,exceeds,16,356,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,218,full_success,1,17,356,exceeds,17,356,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,219,full_success,1,18,356,exceeds,18,356,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,230,full_success,1,22,482,exceeds,22,482,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,232,full_success,1,19,80,within,19,80,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,233,full_success,1,18,283,exceeds,18,283,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,236,full_success,1,17,283,exceeds,17,283,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,237,mis_ranked,1,22,406,exceeds,22,406,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,238,mis_ranked,1,14,96,within,14,96,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,239,total_miss,1,11,341,exceeds,11,341,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,248,mis_ranked,1,16,218,within,16,218,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,249,mis_ranked,1,16,218,within,16,218,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,261,mis_ranked,2,23,543,exceeds,23,543,exceeds
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,268,mis_ranked,1,8,312,exceeds,8,312,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,269,mis_ranked,1,8,312,exceeds,8,312,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,274,full_success,1,41,716,exceeds,41,716,exceeds
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,275,mis_ranked,3,30,510,exceeds,30,510,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,279,full_success,1,25,410,exceeds,25,410,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,294,mis_ranked,1,22,387,exceeds,22,387,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,295,full_success,1,36,320,exceeds,36,320,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,298,full_success,1,25,198,within,25,198,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,3,mis_ranked,1,28,354,exceeds,28,354,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,300,mis_ranked,1,43,352,exceeds,43,352,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,303,total_miss,1,25,283,exceeds,25,283,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,312,total_miss,1,21,476,exceeds,21,476,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,314,mis_ranked,1,34,325,exceeds,34,325,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,324,mis_ranked,1,14,282,exceeds,14,282,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,327,full_success,1,21,247,within,21,247,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,338,full_success,1,15,649,exceeds,15,649,exceeds
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,343,full_success,2,25,481,exceeds,25,481,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,350,full_success,1,23,203,within,23,203,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,354,full_success,1,26,271,exceeds,26,271,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,36,full_success,2,17,451,exceeds,17,451,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,362,full_success,1,36,304,exceeds,36,304,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,380,mis_ranked,1,18,216,within,18,216,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,384,mis_ranked,1,23,1021,exceeds,23,1021,exceeds
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,385,mis_ranked,2,25,406,exceeds,25,406,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,386,full_success,1,22,244,within,22,244,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,388,mis_ranked,1,13,252,within,13,252,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,399,full_success,1,15,463,exceeds,15,463,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,410,full_success,1,16,170,within,16,170,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,411,full_success,1,16,170,within,16,170,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,415,mis_ranked,1,26,579,exceeds,26,579,exceeds
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,42,mis_ranked,1,33,702,exceeds,33,702,exceeds
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,421,total_miss,1,22,213,within,22,213,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,431,mis_ranked,1,23,238,within,23,238,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,436,full_success,1,22,294,exceeds,22,294,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,437,total_miss,1,32,272,exceeds,32,272,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,439,full_success,1,29,314,exceeds,29,314,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,440,full_success,1,28,314,exceeds,28,314,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,443,full_success,1,22,298,exceeds,22,298,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,452,mis_ranked,2,16,213,within,16,213,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,475,total_miss,1,20,250,within,20,250,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,478,full_success,1,41,196,within,41,196,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,48,full_success,1,25,425,exceeds,25,425,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,49,full_success,1,18,253,within,18,253,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,491,full_success,1,20,215,within,20,215,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,5,full_success,1,15,425,exceeds,15,425,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,50,full_success,1,11,271,exceeds,11,271,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,501,full_success,1,11,452,exceeds,11,452,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,502,total_miss,1,22,791,exceeds,22,791,exceeds
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,507,mis_ranked,1,28,255,within,28,255,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,508,mis_ranked,1,19,238,within,19,238,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,51,full_success,1,14,238,within,14,238,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,513,mis_ranked,1,15,531,exceeds,15,531,exceeds
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,514,full_success,1,34,460,exceeds,34,460,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,516,full_success,1,28,849,exceeds,28,849,exceeds
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,517,total_miss,1,13,595,exceeds,13,595,exceeds
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,521,full_success,1,43,714,exceeds,43,714,exceeds
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,525,full_success,1,31,234,within,31,234,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,527,mis_ranked,1,41,282,exceeds,41,282,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,528,full_success,1,64,387,exceeds,64,387,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,53,full_success,1,17,238,within,17,238,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,532,full_success,1,23,537,exceeds,23,537,exceeds
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,533,full_success,1,23,537,exceeds,23,537,exceeds
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,535,full_success,1,13,560,exceeds,13,560,exceeds
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,536,full_success,1,18,330,exceeds,18,330,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,539,full_success,1,14,685,exceeds,14,685,exceeds
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,54,full_success,1,23,314,exceeds,23,314,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,540,mis_ranked,2,22,350,exceeds,22,350,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,544,mis_ranked,1,20,366,exceeds,20,366,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,549,full_success,1,17,267,exceeds,17,267,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,551,mis_ranked,1,44,230,within,44,230,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,552,full_success,1,36,360,exceeds,36,360,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,554,mis_ranked,1,22,303,exceeds,22,303,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,56,full_success,1,32,306,exceeds,32,306,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,560,total_miss,1,21,337,exceeds,21,337,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,569,mis_ranked,1,14,317,exceeds,14,317,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,57,full_success,1,33,306,exceeds,33,306,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,575,mis_ranked,1,28,229,within,28,229,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,577,mis_ranked,1,37,174,within,37,174,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,578,full_success,1,28,389,exceeds,28,389,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,587,total_miss,1,41,256,within,41,256,within
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,589,full_success,1,28,652,exceeds,28,652,exceeds
all-MiniLM-L6-v2__fixed_window,all-MiniLM-L6-v2,fixed_window,593,full_success,1,15,405,exceeds,15,405,within
